nose_x,nose_y,nose_x_px,nose_y_px,nose_visibility,left_shoulder_x,left_shoulder_y,left_shoulder_x_px,left_shoulder_y_px,left_shoulder_visibility,right_shoulder_x,right_shoulder_y,right_shoulder_x_px,right_shoulder_y_px,right_shoulder_visibility,left_hip_x,left_hip_y,left_hip_x_px,left_hip_y_px,left_hip_visibility,right_hip_x,right_hip_y,right_hip_x_px,right_hip_y_px,right_hip_visibility,neck_angle,shoulder_angle,hip_angle,torso_angle,image_name,image_path,label
0.5950965881347656,0.41305381059646606,329,228,0.9996026158332825,0.7220543026924133,0.5228849649429321,400,289,0.9992445707321167,0.7104216814041138,0.49193698167800903,393,272,0.9983421564102173,0.7420384287834167,0.9086321592330933,411,503,0.9121144413948059,0.7040444612503052,0.8552252650260925,390,473,0.8996180295944214,-52.084938891145356,-110.60006348914847,-125.42826272724152,-1.0407151125152156,att.05U6U7QL0anEql6igUuxvzih7xRBWij3wcOgj_X_gvA.JPG,data\train_images\normal\att.05U6U7QL0anEql6igUuxvzih7xRBWij3wcOgj_X_gvA.JPG,normal
0.56302410364151,0.5180566310882568,266,317,0.9994558691978455,0.8814621567726135,0.5481351613998413,417,336,0.9660119414329529,0.6796553134918213,0.535539984703064,322,328,0.9889839291572571,1.3428404331207275,0.7321495413780212,636,448,0.426445335149765,1.197581171989441,0.7972502112388611,567,488,0.6111617684364319,-83.76118509820668,-176.42868580153072,155.85956566712255,-65.52761982961685,att.5qNGK94cEDE7u2kAbI1eAnvj8Us0XGgTrHrAtIQV7bA.JPG,data\train_images\normal\att.5qNGK94cEDE7u2kAbI1eAnvj8Us0XGgTrHrAtIQV7bA.JPG,normal
0.7545126080513,0.2578543722629547,361,107,0.9999996423721313,0.8327157497406006,0.359561026096344,398,149,0.9999908208847046,0.6991122961044312,0.36363619565963745,334,151,0.9999722242355347,0.7820253372192383,0.5644401907920837,374,235,0.9999459981918335,0.6990486979484558,0.5472659468650818,334,228,0.9999111890792847,-6.271595357065837,178.25290709134958,-168.3062186631672,7.442853915404262,att.6nhAazp-N6FDpUYoltOhCwEdi49EV8pB-rRs_e6zwkM.JPG,data\train_images\normal\att.6nhAazp-N6FDpUYoltOhCwEdi49EV8pB-rRs_e6zwkM.JPG,normal
0.35194775462150574,0.2953786551952362,360,302,0.9999914169311523,0.2278325855731964,0.3998274505138397,233,409,0.999750554561615,0.2881084680557251,0.4324662685394287,295,442,0.9999817609786987,0.3251308500766754,0.7454234957695007,332,763,0.9991631507873535,0.34824222326278687,0.7950254678726196,356,814,0.9995864033699036,37.88869782158068,28.435124340142504,65.01746636388525,-12.533756543451531,att.75s2yfN5__vhOEGRnch5ZDALkMk3eeHsLFOvoQYr8m4.JPG,data\train_images\normal\att.75s2yfN5__vhOEGRnch5ZDALkMk3eeHsLFOvoQYr8m4.JPG,normal
0.6725141406059265,0.31772539019584656,372,176,0.9999791383743286,0.7236587405204773,0.39437350630760193,400,218,0.9984982013702393,0.7120481729507446,0.37708884477615356,394,208,0.9995132684707642,0.7260903120040894,0.5784304738044739,402,320,0.9997606873512268,0.7289578318595886,0.5622777342796326,403,311,0.9996775388717651,-33.691307499155705,-123.8903094331541,-79.93342560218268,-2.998433210281761,att.7qDrF1uHa1iVm12wdL6Wa6l-waS3PAmazhhUyDpB_lo.JPG,data\train_images\normal\att.7qDrF1uHa1iVm12wdL6Wa6l-waS3PAmazhhUyDpB_lo.JPG,normal
0.4564584493637085,0.3268185257911682,235,126,0.9997981190681458,0.683957576751709,0.43464380502700806,352,168,0.9988021850585938,0.3949810266494751,0.3953709602355957,203,153,0.9992252588272095,0.5777712464332581,0.8132566213607788,298,314,0.9838182330131531,0.43239036202430725,0.7615022659301758,223,294,0.9792158007621765,-43.267594086677576,-172.26073369049467,-160.40470402535098,5.276290005670539,att.7Zp72dsCoFPfeY2r2ifexPMqiSIukrRZPJk5JsnkuNA.JPG,data\train_images\normal\att.7Zp72dsCoFPfeY2r2ifexPMqiSIukrRZPJk5JsnkuNA.JPG,normal
0.5041419863700867,0.3761719763278961,428,319,0.998761773109436,0.4172607362270355,0.4366215467453003,354,371,0.9985024929046631,0.4058760404586792,0.4437871277332306,344,377,0.9998083710670471,0.38456395268440247,0.6597204804420471,326,560,0.9994218349456787,0.37653475999832153,0.6713787913322449,320,570,0.9994131326675415,55.32872385279447,147.81349601481884,124.5555644743544,7.837574026266114,att.80XISHqOuNuWNXzAPruPWysXdZAV6yU_DXHEW4mHCVw.JPG,data\train_images\normal\att.80XISHqOuNuWNXzAPruPWysXdZAV6yU_DXHEW4mHCVw.JPG,normal
0.4283864498138428,0.26800811290740967,221,103,0.9881626963615417,0.41257062554359436,0.44641780853271484,213,172,0.9975293278694153,0.18618255853652954,0.4283294677734375,96,165,0.9952579140663147,0.32052624225616455,0.8579057455062866,166,331,0.9836093187332153,0.18814875185489655,0.8676915168762207,97,334,0.974179744720459,37.29741028371053,-175.43178847327613,175.77220099067506,6.043305795260867,att.86E6z1XK82zIBu8j7geCtLxQnJqveeGiBTamMw9Jyoc.JPG,data\train_images\normal\att.86E6z1XK82zIBu8j7geCtLxQnJqveeGiBTamMw9Jyoc.JPG,normal
0.4063618779182434,0.3791433572769165,234,143,0.999943733215332,0.3780566453933716,0.491168349981308,217,185,0.9984885454177856,0.2911474108695984,0.46375012397766113,167,175,0.9998444318771362,0.30595663189888,0.7813916802406311,176,295,0.9976755976676941,0.25340622663497925,0.7995361089706421,145,302,0.996862530708313,36.12535992539029,-162.49049632152136,160.9514011308115,9.951958754248162,att.92VMfIjO3Nt5nzzc9Jx5tOBH6lq9JDALsc0_V7nHtWQ.JPG,data\train_images\normal\att.92VMfIjO3Nt5nzzc9Jx5tOBH6lq9JDALsc0_V7nHtWQ.JPG,normal
0.3313913941383362,0.24618202447891235,181,89,0.9987850785255432,0.23491181433200836,0.4119020700454712,128,150,0.9972851276397705,0.17386162281036377,0.4450456202030182,95,162,0.9986177682876587,0.15599797666072845,0.8848314881324768,85,322,0.9616803526878357,0.11622928828001022,0.9282363057136536,63,338,0.9631264805793762,34.86534228171143,151.50289886359832,132.49677156699227,8.127611499082217,att.ayzrMucAua98eT2atUfo3Ln7LV2KJy_NsjNL3VzdPto.JPG,data\train_images\normal\att.ayzrMucAua98eT2atUfo3Ln7LV2KJy_NsjNL3VzdPto.JPG,normal
0.3576306104660034,0.2667815089225769,201,93,0.9997450709342957,0.37318283319473267,0.4908570945262909,210,172,0.9993360638618469,0.14462104439735413,0.4882996380329132,81,171,0.9996071457862854,0.35437914729118347,1.1389435529708862,199,400,0.08704622834920883,0.18422740697860718,1.1543577909469604,103,406,0.08652576804161072,23.899719330828457,-179.35892456357905,174.82364025184205,-0.9069063051828765,att.b6PEZ8xfWZHokuKec8GyPwdtOQughlFj9A8stqITfVI.JPG,data\train_images\normal\att.b6PEZ8xfWZHokuKec8GyPwdtOQughlFj9A8stqITfVI.JPG,normal
0.4394870102405548,0.2696214020252228,527,215,0.9978918433189392,0.38624149560928345,0.3534327745437622,463,282,0.9988904595375061,0.35465729236602783,0.37118443846702576,425,296,0.9994224309921265,0.42557528614997864,0.623174786567688,510,498,0.9928983449935913,0.4063068628311157,0.6431535482406616,487,514,0.9863922595977783,36.68040533985795,150.66216362429702,133.9631117101481,-9.534155929726207,att.B8GGskp3Vl0qLEl2LG-3hDz6dNX46-dlmOR93EqWy94.JPG,data\train_images\normal\att.B8GGskp3Vl0qLEl2LG-3hDz6dNX46-dlmOR93EqWy94.JPG,normal
0.48016631603240967,0.3531196415424347,276,114,0.999957799911499,0.590388834476471,0.4694986641407013,340,152,0.9996998310089111,0.3616511821746826,0.46332263946533203,208,150,0.9998351335525513,0.5412189960479736,0.7487655282020569,311,242,0.9929065704345703,0.42515209317207336,0.7353237867355347,244,238,0.9886848330497742,2.09601755844164,-178.4533626577158,-173.39398770274767,-1.4891578282819617,att.BhWqf-wMjFE6MnPPIOETW5RUOp0aJd35Fvy_FvAMAzI.JPG,data\train_images\normal\att.BhWqf-wMjFE6MnPPIOETW5RUOp0aJd35Fvy_FvAMAzI.JPG,normal
